dataset,component,configuration,method,metric,family,full_RAVEN_mean,full_RAVEN_std,ablation_mean,ablation_std,absolute_change,relative_change,relative_change_percent,paired_mean_difference,paired_median_difference,paired_std_difference,n_pairs,effect_size,raw_p,Holm_p,holm_family,holm_significant,ci_low,ci_high,CI_status,direction,qualitative_magnitude,final_component_label,mechanical_status,ceiling_note,paper_safe_wording,sealed_r3_p_holm,sealed_r3_status,evidence_generation,wins_ablation_worse,ties,losses_ablation_better,wilcoxon_stat
SensorScope,Use,RAVEN-w/o-Use,raven_wo_use,RMSE_mu,secondary,7.937988848885785,0.047321480658961114,7.938980085650721,0.04702281459031582,0.0009912367649365095,0.00012487253179697329,0.012487253179697328,0.0009912367649365095,0.0009796860368829208,0.0017948971498429414,20,0.5522526820120282,0.012079238891601562,0.06039619445800781,sensorscope::RMSE_mu,False,0.00020458840516129873,0.0017778851247117202,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,NO_CLEAR_EFFECT,NO_CLEAR_EFFECT,no Holm-significant paired effect in the Complete-aligned E4 family,Use shows no clear sealed E4 effect under the pre-registered Holm families.,0.06039619445800781,NO_CLEAR_EFFECT,parent,14,0,6,39.0
SensorScope,Use,RAVEN-w/o-Use,raven_wo_use,Tail_RMSE,secondary,8.460048931151645,0.04813472216619046,8.461056825207361,0.04782990228598731,0.0010078940557148642,0.00011913572414514457,0.011913572414514456,0.0010078940557148642,0.0009950026774214749,0.001826184266441581,20,0.5519125721517689,0.012079238891601562,0.06039619445800781,sensorscope::Tail_RMSE,False,0.00020753351251088744,0.001808254598918841,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,NO_CLEAR_EFFECT,NO_CLEAR_EFFECT,no Holm-significant paired effect in the Complete-aligned E4 family,Use shows no clear sealed E4 effect under the pre-registered Holm families.,0.06039619445800781,NO_CLEAR_EFFECT,parent,14,0,6,39.0
SensorScope,Inst,RAVEN-w/o-Inst,raven_wo_inst,Delta_group,primary,1.0139434505645495,0.030511363825525422,1.011303154637028,0.03196293608056683,-0.002640295927521713,-0.0026039873585173754,-0.26039873585173756,-0.002640295927521713,-0.0024763495373933964,0.004167542861845508,20,-0.6335377979418102,0.017181396484375,0.051544189453125,sensorscope::Delta_group,False,-0.004466802118614905,-0.0008137897364285213,FROZEN_NORMAL_APPROX_1.96,improved,small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,mixed significant directions across endpoints/datasets (not a one-sided structural-only effect),"Under true one-factor w/o-Inst semantics (matched E3 λ_β), Inst shows an endpoint tradeoff: mixed significant directions across structural and predictive metrics/datasets.",0.017181396484375,STRUCTURAL_ONLY_SUPPORTED,2,5,0,15,42.0
SensorScope,Inst,RAVEN-w/o-Inst,raven_wo_inst,Delta_c_s,primary,1.2643796350651004,0.031233332739091846,1.2683019852715782,0.03195693326863993,0.0039223502064779205,0.0031021934375555205,0.31021934375555205,0.0039223502064779205,0.0036345116432197067,0.0023755670428314804,20,1.651121663063149,1.9073486328125e-06,9.5367431640625e-06,sensorscope::Delta_c_s,True,0.002881212045473569,0.004963488367482272,FROZEN_NORMAL_APPROX_1.96,worsened,small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,mixed significant directions across endpoints/datasets (not a one-sided structural-only effect),"Under true one-factor w/o-Inst semantics (matched E3 λ_β), Inst shows an endpoint tradeoff: mixed significant directions across structural and predictive metrics/datasets.",1.9073486328125e-06,STRUCTURAL_ONLY_SUPPORTED,2,20,0,0,0.0
SensorScope,Inst,RAVEN-w/o-Inst,raven_wo_inst,RMSE_mu,secondary,7.937988848885785,0.047321480658961114,7.937849471360687,0.04844184282970895,-0.00013937752509662893,-1.755829187349624e-05,-0.001755829187349624,-0.00013937752509662893,0.00026586189992894305,0.0042917741604217565,20,-0.03247550311056726,0.9854354858398438,1.0,sensorscope::RMSE_mu,False,-0.0020203304833855355,0.0017415754331922776,FROZEN_NORMAL_APPROX_1.96,improved,quantitatively_small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,mixed significant directions across endpoints/datasets (not a one-sided structural-only effect),"Under true one-factor w/o-Inst semantics (matched E3 λ_β), Inst shows an endpoint tradeoff: mixed significant directions across structural and predictive metrics/datasets.",0.9854354858398438,STRUCTURAL_ONLY_SUPPORTED,2,10,0,10,104.0
SensorScope,Inst,RAVEN-w/o-Inst,raven_wo_inst,Tail_RMSE,secondary,8.460048931151645,0.04813472216619046,8.459898746309266,0.049271069931107345,-0.00015018484238007445,-1.77522427590535e-05,-0.00177522427590535,-0.00015018484238007445,0.00026825404470454117,0.004368195512661565,20,-0.03438143781448235,1.0,1.0,sensorscope::Tail_RMSE,False,-0.002064630935022952,0.0017642612502628031,FROZEN_NORMAL_APPROX_1.96,improved,quantitatively_small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,mixed significant directions across endpoints/datasets (not a one-sided structural-only effect),"Under true one-factor w/o-Inst semantics (matched E3 λ_β), Inst shows an endpoint tradeoff: mixed significant directions across structural and predictive metrics/datasets.",1.0,STRUCTURAL_ONLY_SUPPORTED,2,10,0,10,105.0
SensorScope,Debt,RAVEN-w/o-Debt,raven_wo_debt,Delta_group,primary,1.0139434505645495,0.030511363825525422,1.0140861546702031,0.030489009539763905,0.00014270410565384584,0.00014074168098249498,0.014074168098249497,0.00014270410565384584,0.00013535153245691767,4.6088121461093783e-05,20,3.0963315737290875,1.9073486328125e-06,9.5367431640625e-06,sensorscope::Delta_group,True,0.0001225050958355604,0.00016290311547213128,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,STRUCTURAL_ONLY_SUPPORTED,STRUCTURAL_ONLY_SUPPORTED,statistically consistent but quantitatively small,Debt shows a statistically consistent but quantitatively small structural effect without robust prediction degradation.,9.5367431640625e-06,STRUCTURAL_ONLY_SUPPORTED,parent,20,0,0,0.0
SensorScope,Debt,RAVEN-w/o-Debt,raven_wo_debt,Delta_c_s,primary,1.2643796350651004,0.031233332739091846,1.2644305075263724,0.031231085692788343,5.0872461271656014e-05,4.023511598981176e-05,0.004023511598981176,5.0872461271656014e-05,4.148634387646233e-05,3.519023862765557e-05,20,1.4456412702946544,1.9073486328125e-06,9.5367431640625e-06,sensorscope::Delta_c_s,True,3.544965919134417e-05,6.629526335196785e-05,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,STRUCTURAL_ONLY_SUPPORTED,STRUCTURAL_ONLY_SUPPORTED,statistically consistent but quantitatively small,Debt shows a statistically consistent but quantitatively small structural effect without robust prediction degradation.,9.5367431640625e-06,STRUCTURAL_ONLY_SUPPORTED,parent,20,0,0,0.0
SensorScope,Debt,RAVEN-w/o-Debt,raven_wo_debt,RMSE_mu,secondary,7.937988848885785,0.047321480658961114,7.937990568776231,0.04729076655545994,1.7198904466830812e-06,2.1666576746360238e-07,2.1666576746360237e-05,1.7198904466830812e-06,6.952694555195649e-06,6.388640310053715e-05,20,0.02692107182770195,0.4523754119873047,1.0,sensorscope::RMSE_mu,False,-2.6279560226784783e-05,2.9719341120150947e-05,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,STRUCTURAL_ONLY_SUPPORTED,STRUCTURAL_ONLY_SUPPORTED,statistically consistent but quantitatively small,Debt shows a statistically consistent but quantitatively small structural effect without robust prediction degradation.,0.9047508239746094,STRUCTURAL_ONLY_SUPPORTED,parent,11,0,9,84.0
SensorScope,Debt,RAVEN-w/o-Debt,raven_wo_debt,Tail_RMSE,secondary,8.460048931151645,0.04813472216619046,8.460050536431167,0.04810381017824025,1.6052795229981599e-06,1.8974825498275071e-07,1.897482549827507e-05,1.6052795229981599e-06,6.912544280979205e-06,6.468408259101861e-05,20,0.024817226413303927,0.4523754119873047,1.0,sensorscope::Tail_RMSE,False,-2.674376960120459e-05,2.9954328647200913e-05,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,STRUCTURAL_ONLY_SUPPORTED,STRUCTURAL_ONLY_SUPPORTED,statistically consistent but quantitatively small,Debt shows a statistically consistent but quantitatively small structural effect without robust prediction degradation.,0.9047508239746094,STRUCTURAL_ONLY_SUPPORTED,parent,11,0,9,84.0
U-Air,Design,RAVEN-w/o-Design,raven_wo_design,Delta_group,primary,1.0923619248495164,0.047871619420257486,1.0165152111017324,0.04577946085401312,-0.07584671374778382,-0.06943368495586542,-6.943368495586542,-0.07584671374778382,-0.07455336943586521,0.02672271375235772,20,-2.838286352601144,1.9073486328125e-06,9.5367431640625e-06,uair::Delta_group,True,-0.08755845942851773,-0.06413496806704991,FROZEN_NORMAL_APPROX_1.96,improved,moderate_or_larger,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,endpoint-dependent and dataset-dependent structural/predictive directions,Design shows mixed structural directions across endpoints/datasets (endpoint tradeoff).,9.5367431640625e-06,ENDPOINT_TRADEOFF,parent,0,0,20,0.0
U-Air,Design,RAVEN-w/o-Design,raven_wo_design,Delta_c_s,primary,1.2333897298230982,0.03203872694061907,1.2949338429848216,0.029296924579830467,0.0615441131617234,0.04989835059721997,4.9898350597219965,0.0615441131617234,0.06272496004900208,0.016108943323274102,20,3.8204934939962727,1.9073486328125e-06,9.5367431640625e-06,uair::Delta_c_s,True,0.05448405746768308,0.06860416885576373,FROZEN_NORMAL_APPROX_1.96,worsened,moderate_or_larger,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,endpoint-dependent and dataset-dependent structural/predictive directions,Design shows mixed structural directions across endpoints/datasets (endpoint tradeoff).,9.5367431640625e-06,ENDPOINT_TRADEOFF,parent,20,0,0,0.0
U-Air,Design,RAVEN-w/o-Design,raven_wo_design,RMSE_mu,secondary,1.191113924600986,0.06585679185170427,1.1130591116704196,0.0637992201809118,-0.0780548129305664,-0.06553093815666225,-6.553093815666225,-0.0780548129305664,-0.07443619655379935,0.03507531420920702,20,-2.225348929592128,1.9073486328125e-06,9.5367431640625e-06,uair::RMSE_mu,True,-0.09342724716374083,-0.06268237869739197,FROZEN_NORMAL_APPROX_1.96,improved,moderate_or_larger,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,endpoint-dependent and dataset-dependent structural/predictive directions,Design shows mixed structural directions across endpoints/datasets (endpoint tradeoff).,9.5367431640625e-06,ENDPOINT_TRADEOFF,parent,0,0,20,0.0
U-Air,Design,RAVEN-w/o-Design,raven_wo_design,Tail_RMSE,secondary,1.1998575601072905,0.06966188162717825,1.1173644421854962,0.06809352395820588,-0.08249311792179445,-0.06875242584162888,-6.875242584162889,-0.08249311792179445,-0.07935151091558967,0.03695841946394503,20,-2.232052103912913,1.9073486328125e-06,9.5367431640625e-06,uair::Tail_RMSE,True,-0.0986908594212116,-0.0662953764223773,FROZEN_NORMAL_APPROX_1.96,improved,moderate_or_larger,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,endpoint-dependent and dataset-dependent structural/predictive directions,Design shows mixed structural directions across endpoints/datasets (endpoint tradeoff).,9.5367431640625e-06,ENDPOINT_TRADEOFF,parent,0,0,20,0.0
U-Air,Obs,RAVEN-w/o-Obs,raven_wo_obs,Delta_group,primary,1.0923619248495164,0.047871619420257486,1.0937064346142986,0.0479145179763686,0.0013445097647822202,0.0012308281112666894,0.12308281112666894,0.0013445097647822202,0.001419945354843244,0.000961057391777886,20,1.3989900876730943,1.9073486328125e-05,5.7220458984375e-05,uair::Delta_group,True,0.0009233077917565961,0.0017657117378078444,FROZEN_NORMAL_APPROX_1.96,worsened,small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,endpoint-specific tradeoff across structural metrics/datasets,Obs shows mixed structural directions across endpoints/datasets (endpoint tradeoff).,5.7220458984375e-05,ENDPOINT_TRADEOFF,parent,18,0,2,5.0
U-Air,Obs,RAVEN-w/o-Obs,raven_wo_obs,Delta_c_s,primary,1.2333897298230982,0.03203872694061907,1.2336610564618693,0.03199572490236709,0.00027132663877117437,0.00021998451277032108,0.021998451277032108,0.00027132663877117437,0.00039449436032457097,0.0005422210749750126,20,0.5003985482926462,0.03623390197753906,0.07246780395507812,uair::Delta_c_s,False,3.368777500565529e-05,0.0005089655025366935,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,endpoint-specific tradeoff across structural metrics/datasets,Obs shows mixed structural directions across endpoints/datasets (endpoint tradeoff).,0.10870170593261719,ENDPOINT_TRADEOFF,parent,13,0,7,49.0
U-Air,Obs,RAVEN-w/o-Obs,raven_wo_obs,RMSE_mu,secondary,1.191113924600986,0.06585679185170427,1.190998152727363,0.06573842651562681,-0.00011577187362324937,-9.71963061063934e-05,-0.009719630610639341,-0.00011577187362324937,1.619966212107471e-05,0.0005066528169390449,20,-0.2285033651301653,0.7011814117431641,1.0,uair::RMSE_mu,False,-0.0003378222609980718,0.00010627851375157301,FROZEN_NORMAL_APPROX_1.96,improved,quantitatively_small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,endpoint-specific tradeoff across structural metrics/datasets,Obs shows mixed structural directions across endpoints/datasets (endpoint tradeoff).,1.0,ENDPOINT_TRADEOFF,parent,10,0,10,94.0
U-Air,Obs,RAVEN-w/o-Obs,raven_wo_obs,Tail_RMSE,secondary,1.1998575601072905,0.06966188162717825,1.1997348279527853,0.06954360346791365,-0.0001227321545052562,-0.00010228893710868986,-0.010228893710868986,-0.0001227321545052562,1.5863442298758024e-05,0.0005309457274265876,20,-0.2311576271648707,0.6476554870605469,1.0,uair::Tail_RMSE,False,-0.00035542937932748537,0.00010996507031697296,FROZEN_NORMAL_APPROX_1.96,improved,quantitatively_small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,endpoint-specific tradeoff across structural metrics/datasets,Obs shows mixed structural directions across endpoints/datasets (endpoint tradeoff).,1.0,ENDPOINT_TRADEOFF,parent,10,0,10,92.0
U-Air,Use,RAVEN-w/o-Use,raven_wo_use,Delta_group,primary,1.0923619248495164,0.047871619420257486,1.0925126044215485,0.04751390978878696,0.00015067957203213078,0.00013793923845600246,0.013793923845600246,0.00015067957203213078,0.0001828374776740027,0.001438265305646716,20,0.10476479648125678,0.49800872802734375,0.49800872802734375,uair::Delta_group,False,-0.0004796679906165607,0.0007810271346808223,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,NO_CLEAR_EFFECT,NO_CLEAR_EFFECT,no Holm-significant paired effect in the Complete-aligned E4 family,Use shows no clear sealed E4 effect under the pre-registered Holm families.,0.49800872802734375,NO_CLEAR_EFFECT,parent,11,0,9,86.0
U-Air,Use,RAVEN-w/o-Use,raven_wo_use,Delta_c_s,primary,1.2333897298230982,0.03203872694061907,1.2332224758660086,0.031909326106702836,-0.00016725395708978575,-0.00013560511575979873,-0.013560511575979874,-0.00016725395708978575,-0.0004980351045185127,0.0017844719993354219,20,-0.09372742029691412,0.24548721313476562,0.24548721313476562,uair::Delta_c_s,False,-0.0009493332932037424,0.000614825379024171,FROZEN_NORMAL_APPROX_1.96,improved,quantitatively_small,NO_CLEAR_EFFECT,NO_CLEAR_EFFECT,no Holm-significant paired effect in the Complete-aligned E4 family,Use shows no clear sealed E4 effect under the pre-registered Holm families.,0.24548721313476562,NO_CLEAR_EFFECT,parent,7,0,13,73.0
U-Air,Use,RAVEN-w/o-Use,raven_wo_use,RMSE_mu,secondary,1.191113924600986,0.06585679185170427,1.1913994783294768,0.06560164368919683,0.00028555372849086157,0.0002397367057784707,0.02397367057784707,0.00028555372849086157,0.0003977927726641628,0.0011980791897781603,20,0.2383429500546917,0.2942523956298828,0.8827571868896484,uair::RMSE_mu,False,-0.00023952762762041849,0.0008106350846021416,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,NO_CLEAR_EFFECT,NO_CLEAR_EFFECT,no Holm-significant paired effect in the Complete-aligned E4 family,Use shows no clear sealed E4 effect under the pre-registered Holm families.,0.8827571868896484,NO_CLEAR_EFFECT,parent,12,0,8,76.0
U-Air,Use,RAVEN-w/o-Use,raven_wo_use,Tail_RMSE,secondary,1.1998575601072905,0.06966188162717825,1.2001601453341628,0.06938985940040265,0.00030258522687218734,0.0002521842899796069,0.02521842899796069,0.00030258522687218734,0.00042258136869866014,0.0012618762244642138,20,0.23978994215590635,0.2942523956298828,0.8827571868896484,uair::Tail_RMSE,False,-0.0002504564124779946,0.0008556268662223693,FROZEN_NORMAL_APPROX_1.96,worsened,quantitatively_small,NO_CLEAR_EFFECT,NO_CLEAR_EFFECT,no Holm-significant paired effect in the Complete-aligned E4 family,Use shows no clear sealed E4 effect under the pre-registered Holm families.,0.8827571868896484,NO_CLEAR_EFFECT,parent,12,0,8,76.0
U-Air,Inst,RAVEN-w/o-Inst,raven_wo_inst,Delta_group,primary,1.0923619248495164,0.047871619420257486,1.0913848418803358,0.04833911449496886,-0.0009770829691805982,-0.0008944681675125627,-0.08944681675125626,-0.0009770829691805982,-0.0005531400020770683,0.002555270705012874,20,-0.38237943528401047,0.10539817810058594,0.21079635620117188,uair::Delta_group,False,-0.0020969797326558276,0.00014281379429463125,FROZEN_NORMAL_APPROX_1.96,improved,quantitatively_small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,mixed significant directions across endpoints/datasets (not a one-sided structural-only effect),"Under true one-factor w/o-Inst semantics (matched E3 λ_β), Inst shows an endpoint tradeoff: mixed significant directions across structural and predictive metrics/datasets.",0.10539817810058594,STRUCTURAL_ONLY_SUPPORTED,2,8,0,12,61.0
U-Air,Inst,RAVEN-w/o-Inst,raven_wo_inst,Delta_c_s,primary,1.2333897298230982,0.03203872694061907,1.231627726288741,0.03212581778670195,-0.0017620035343572371,-0.0014285861895493583,-0.14285861895493585,-0.0017620035343572371,-0.0013284803181935478,0.0026729293576016225,20,-0.6592031807149049,0.017181396484375,0.051544189453125,uair::Delta_c_s,False,-0.002933466475917043,-0.000590540592797431,FROZEN_NORMAL_APPROX_1.96,improved,small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,mixed significant directions across endpoints/datasets (not a one-sided structural-only effect),"Under true one-factor w/o-Inst semantics (matched E3 λ_β), Inst shows an endpoint tradeoff: mixed significant directions across structural and predictive metrics/datasets.",0.017181396484375,STRUCTURAL_ONLY_SUPPORTED,2,6,0,14,42.0
U-Air,Inst,RAVEN-w/o-Inst,raven_wo_inst,RMSE_mu,secondary,1.191113924600986,0.06585679185170427,1.1926705170050704,0.06609935042493417,0.0015565924040846003,0.001306837550913353,0.1306837550913353,0.0015565924040846003,0.0010807192018195133,0.002148050647861243,20,0.7246534925209785,0.00485992431640625,0.019439697265625,uair::RMSE_mu,True,0.0006151676996094807,0.0024980171085597198,FROZEN_NORMAL_APPROX_1.96,worsened,small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,mixed significant directions across endpoints/datasets (not a one-sided structural-only effect),"Under true one-factor w/o-Inst semantics (matched E3 λ_β), Inst shows an endpoint tradeoff: mixed significant directions across structural and predictive metrics/datasets.",0.00485992431640625,STRUCTURAL_ONLY_SUPPORTED,2,14,0,6,32.0
U-Air,Inst,RAVEN-w/o-Inst,raven_wo_inst,Tail_RMSE,secondary,1.1998575601072905,0.06966188162717825,1.2014938706432203,0.0698932411131947,0.0016363105359298857,0.0013637539907516293,0.13637539907516294,0.0016363105359298857,0.0011443247638489584,0.0022537140840175763,20,0.7260506323911868,0.00485992431640625,0.019439697265625,uair::Tail_RMSE,True,0.000648576788762339,0.0026240442830974325,FROZEN_NORMAL_APPROX_1.96,worsened,small,ENDPOINT_TRADEOFF,ENDPOINT_TRADEOFF,mixed significant directions across endpoints/datasets (not a one-sided structural-only effect),"Under true one-factor w/o-Inst semantics (matched E3 λ_β), Inst shows an endpoint tradeoff: mixed significant directions across structural and predictive metrics/datasets.",0.00485992431640625,STRUCTURAL_ONLY_SUPPORTED,2,14,0,6,32.0
